,车辆id,充电需求产生的时间,充电需求产生的地址,预估充电时长,车辆剩余行驶里程
8718,1218,20.108729914495697,[13 37],1.521690290545472,246.38495157575468
8719,1219,18.707902133899374,[1 3],1.27937349041236,286.7710849312733
8720,1220,18.409545699112986,[70 48],1.946185553079839,175.63574115336013
8721,1221,20.778058810492098,[73 98],1.6185248868849986,230.24585218583357
8722,1222,20.32741262627419,[82  9],1.4437243628628782,259.37927285618696
8723,1223,19.867281147698392,[98 47],1.8646766885754695,189.2205519040884
8724,1224,18.83946710804096,[3 6],2.527573298075864,78.73778365402269
8725,1225,20.08338266317972,[53 39],2.266121133172804,122.31314447119934
8726,1226,20.385804223204108,[85 96],0.9546299209039938,340.89501318266775
8727,1227,18.815669169898047,[83 99],1.6421521921538536,226.30796797435772
8728,1228,20.10104173839159,[ 7 25],0.9974410905812977,333.75981823645037
8729,1229,17.507591195631033,[37 43],1.6414981406213864,226.41697656310225
8730,1230,18.421369146607844,[50 23],1.69147498751188,218.08750208135334
8731,1231,18.131443507245933,[16 25],1.6410411426777913,226.4931428870348
8732,1232,18.66289793310496,[1 0],1.689987990761809,218.33533487303183
8733,1233,17.927287816681847,[15 95],0.3947276041694132,434.2120659717645
8734,1234,18.323354068311705,[15 76],1.3841956435414997,269.3007260764167
8735,1235,19.87099447556581,[91 29],1.090293404768541,318.2844325385765
8736,1236,20.76122638897131,[76 56],2.030692386429148,161.55126892847534
8737,1237,19.445685648769743,[81 14],1.011594430184679,331.40092830255344
8738,1238,20.02834725245531,[49  9],1.2605455923508246,289.9090679415292
8739,1239,19.969842102140213,[32 35],1.9190805311559922,180.15324480733463
8740,1240,17.9056219621822,[21 16],2.3764335172381292,103.92774712697846
8741,1241,18.06204956707371,[10 91],0.6507607026092166,391.53988289846393
8742,1242,18.420094661288704,[68 96],2.195279134805201,134.12014419913316
8743,1243,19.87731651113051,[78 96],1.7396464466560784,210.0589255573203
8744,1244,20.392694238332982,[52 94],1.730376782174386,211.60386963760234
8745,1245,18.40915120032112,[72 92],1.5292686578963608,245.12189035060652
8746,1246,20.841904812464936,[13 10],1.0403259230472655,326.6123461587891
8747,1247,19.17627713231905,[16 24],1.789286929993102,201.78551166781634
8748,1248,18.895721891808964,[39 73],0.6119195281712664,398.01341197145564
8749,1249,18.94607725810107,[11 28],0.8741495310328956,354.30841149451743
8750,1250,19.364981567523316,[ 1 55],2.748548294605274,41.90861756578768
8751,1251,18.314793597867343,[16 14],2.014201496404387,164.29975059926886
8752,1252,19.399100227818042,[47 54],2.1893894128746347,135.1017645208942
8753,1253,19.955162339335942,[49 57],1.920854496568213,179.85758390529782
8754,1254,18.87928080961639,[25 31],1.6967843238919291,217.20261268467846
8755,1255,18.300064697686576,[11 27],1.2257506199126784,295.7082300145536
8756,1256,18.68011908283607,[84  6],1.6024829826570193,232.9195028904968
8757,1257,20.509350006697847,[23 93],1.369956708662765,271.6738818895392
8758,1258,19.27349407694943,[95 86],1.741162821039505,209.80619649341583
8759,1259,20.056940754354734,[80 89],1.2380035931909323,293.6660678015113
8760,1260,17.81879737728057,[53 11],0.8796659092721336,353.38901512131105
8761,1261,17.559479026320062,[ 1 57],1.0401313957470166,326.6447673754972
8762,1262,18.87022292593783,[83 77],1.3867976140443374,268.8670643259438
8763,1263,18.611734168643487,[48 88],0.9725296089593416,337.9117318401098
8764,1264,20.63685516782363,[12 14],1.0179469491372062,330.342175143799
8765,1265,18.529744246988148,[ 4 62],2.2892630681862176,118.45615530229706
8766,1266,19.292591673198054,[ 4 64],1.585602354729016,235.73294087849737
8767,1267,19.58627780064493,[2 3],1.1700932585459327,304.9844569090112
8768,1268,18.61570898778701,[67 46],1.9051099991252907,182.48166681245158
8769,1269,19.862695119829315,[80  3],0.9272163730922822,345.46393781795297
8770,1270,19.861467897570563,[84 49],1.7461281883254345,208.97863527909425
8771,1271,17.227395429684158,[94 76],0.9738870622887967,337.6854896185339
8772,1272,18.67065982991184,[92 76],1.3813673290426798,269.77211182622
8773,1273,18.76406398081697,[81 77],1.1932907905763703,301.1182015706049
8774,1274,17.87318732254314,[ 9 20],1.3132511310884838,281.1248114852527
8775,1275,19.512826298873193,[70 95],1.6897161980692377,218.38063365512704
8776,1276,19.218572634662067,[96 74],0.7708695156211118,371.5217473964814
8777,1277,17.248211166665822,[ 0 60],1.5220417084745366,246.3263819209106
8778,1278,18.49235737322598,[99  2],0.9193238888018467,346.77935186635887
8779,1279,19.580501821194076,[92 89],1.9324305691696,177.92823847173332
8780,1280,20.5040710749676,[29 30],2.1013371266946335,149.7771455508944
8781,1281,19.07165033039356,[73 49],1.7758921320175742,204.01797799707097
8782,1282,17.696488229044625,[48 47],2.257784216318522,123.70263061357963
8783,1283,18.321245997094753,[20 59],1.5279140277031753,245.34766204947078
8784,1284,18.55805244126433,[71 95],1.0306617728228402,328.22303786285994
8785,1285,19.311900158609493,[49 83],1.3919778445124575,268.00369258125704
8786,1286,19.54150848239149,[51 95],1.0031437168310857,332.8093805281524
8787,1287,19.11383287372323,[10 24],1.4296486885379374,261.7252185770104
8788,1288,18.91992761009185,[36 89],1.084154306533533,319.3076155777445
8789,1289,18.889262011994667,[58 80],1.2517857823090326,291.3690362818279
8790,1290,19.838694350016652,[79 49],1.5833565270777044,236.10724548704928
8791,1291,20.00973965552768,[ 0 42],0.40163921083972176,433.060131526713
8792,1292,17.75314563566999,[22 44],1.9256550473635017,179.05749210608303
8793,1293,18.918210833397428,[49 85],1.1555402436214737,307.4099593964211
8794,1294,17.96212442243565,[13 77],1.7834116262761903,202.76472895396827
8795,1295,17.85102254141909,[80 37],1.4435109989991382,259.4148335001437
8796,1296,19.716095215515992,[56 99],0.061391623626255276,489.7680627289575
8797,1297,20.178695003431084,[57 88],1.4229504584688397,262.84159025519335
8798,1298,18.729752724751116,[20 95],2.4840596362573635,85.99006062377275
8799,1299,17.89450522522871,[13 30],1.0450206406476046,325.82989322539925
8800,1300,20.04737529893166,[54  5],1.3859343268725084,269.0109455212486
8801,1301,19.006464598167685,[73 12],1.8825444294029103,186.24259509951494
8802,1302,18.464644627431866,[64 45],1.9490006983650594,175.1665502724901
8803,1303,20.42002818295453,[11 73],1.6793717497241718,220.1047083793047
8804,1304,20.05991610444223,[75 21],1.001734565330824,333.0442391115293
8805,1305,19.657405473126346,[77 12],1.8202481238653108,196.62531268911488
8806,1306,20.1449569496627,[73 97],1.8101865747259398,198.3022375456767
8807,1307,18.587370791074562,[97 99],0.1353794169792799,477.43676383678667
8808,1308,18.291328827653764,[20 37],0.6404716489335068,393.2547251777489
8809,1309,17.479145911986112,[65 28],2.0921352847786903,151.3107858702183
8810,1310,18.599364631329284,[12 27],1.1198679719465643,313.35533800890596
8811,1311,19.207449170229054,[49 53],1.9200445155920527,179.99258073465788
8812,1312,17.39636851523339,[16 37],2.2316848729879655,128.0525211686724
8813,1313,20.80109960019091,[16 24],0.829340912267757,361.77651462204045
8814,1314,17.2472538818756,[93 91],1.3045148891521468,282.58085180797553
8815,1315,18.68492842567989,[32 52],1.2665101734714306,288.9149710880949
8816,1316,17.016678939567534,[31 88],1.5863754165017911,235.60409724970145
8817,1317,19.343677359498272,[35 49],1.396548159366863,267.2419734388562
8818,1318,19.11358099479061,[35 90],0.6890462089852527,385.15896516912454
8819,1319,20.36104871381262,[46 38],1.5506579698138203,241.55700503102995
8820,1320,17.428849420017485,[32 87],1.9062048654702068,182.29918908829887
8821,1321,19.40010412318637,[45 45],1.8647362434523571,189.2106260912738
8822,1322,19.64955598608278,[ 3 78],1.257915499476268,290.3474167539553
8823,1323,19.246670967607997,[86 43],2.068259011933791,155.29016467770148
8824,1324,18.99422734353515,[80 55],0.5754941468366972,404.08430886055044
8825,1325,18.840668348399085,[49  9],0.40509632466049394,432.48394588991766
8826,1326,19.77715347489603,[40 45],1.3339901345115956,277.66831091473404
8827,1327,20.543182537346475,[65 18],1.5709452777029573,238.1757870495071
8828,1328,19.843446051332986,[74 28],1.7929323367775254,201.17794387041243
8829,1329,18.878654267284674,[14 10],1.9048632641875711,182.52278930207146
8830,1330,18.91770725317684,[29 89],2.5335297280014184,77.74504533309694
8831,1331,18.574014219840134,[99 76],1.7352154643049875,210.79742261583542
8832,1332,17.399485628154608,[79 99],2.1506753443768996,141.55410927051673
8833,1333,17.3590792012211,[77 14],1.1488950523320693,308.5174912779884
8834,1334,18.52724301169238,[28 33],2.350261101594274,108.28981640095432
8835,1335,18.195276562213493,[82 51],1.6938056991974557,217.69905013375737
8836,1336,17.254909814257285,[75 25],1.6807585840483639,219.87356932527268
8837,1337,18.076937570392523,[ 8 93],1.5350136216320338,244.16439639466103
8838,1338,19.769759526688542,[15  4],1.4359052941905739,260.6824509682377
8839,1339,18.43649895330867,[4 4],1.2217404428913445,296.3765928514426
8840,1340,19.230759934412873,[26 51],1.762851594469756,206.19140092170733
8841,1341,17.34789280915712,[79 13],1.6602973016208677,223.2837830631887
8842,1342,20.172718589212476,[65  1],1.7303742775555095,211.60428707408175
8843,1343,18.73137142510382,[70 34],0.4167517379451291,430.54137700914515
8844,1344,18.769739189694032,[20 12],2.0054142926354026,165.7642845607662
8845,1345,17.830500137688638,[95 72],1.3099363132325808,281.6772811279032
8846,1346,19.27795721391939,[ 3 74],1.838920311630924,193.513281394846
8847,1347,19.028329360986245,[36 46],1.842991742015613,192.8347096640645
8848,1348,19.953639445030642,[12 31],1.8207960646009307,196.53398923317823
8849,1349,17.97496501375216,[68 51],1.8349870153268875,194.16883077885208
8850,1350,19.73154208896663,[13  3],1.1064571955919205,315.5904674013466
8851,1351,17.9266061471898,[54 98],0.910756304843618,348.20728252606364
8852,1352,18.96132244671335,[21  5],1.8389251027831959,193.51248286946733
8853,1353,20.55362944474229,[54 56],0.914742559545894,347.542906742351
8854,1354,18.865591285723347,[78 89],1.6143986052010026,230.9335657998329
8855,1355,19.235273787761535,[30 51],1.6100089445666688,231.6651759055552
8856,1356,18.087367839411392,[20 12],1.7365046870402536,210.58255215995771
8857,1357,18.15481786968063,[47 13],1.7485253859126377,208.5791023478937
8858,1358,20.243982808583016,[40 44],1.3595069287504358,273.41551187492735
8859,1359,18.925547768803405,[56 76],1.7078691566020747,215.35514056632087
8860,1360,19.368118755019136,[50 38],1.7009427167822861,216.50954720295232
8861,1361,20.31284300252046,[69 81],1.283210939705413,286.1315100490978
8862,1362,19.08544524836699,[ 7 49],1.844420333031068,192.59661116148865
8863,1363,18.983388122351588,[21 30],1.7641248276918566,205.97919538469057
8864,1364,19.425589622471648,[38 76],2.3797696021554056,103.37173297409907
8865,1365,17.56551926169075,[53 17],2.811764966302147,31.372505616308853
8866,1366,19.16717592122868,[ 0 80],2.011937378455261,164.6771035907898
8867,1367,20.00377799154874,[54 84],1.379412327188825,270.0979454685292
8868,1368,19.473449909781134,[44 73],1.1729493760643246,304.50843732261256
8869,1369,20.50887374186585,[82 28],1.7744335987139124,204.2610668810146
8870,1370,18.895746262655592,[44 81],1.2200363984912743,296.6606002514543
8871,1371,19.512117228299843,[84 27],1.6964621379614666,217.25631033975557
8872,1372,19.437025185592756,[65 18],0.6887811051631061,385.20314913948226
8873,1373,17.364020341281922,[65 48],2.208880999888951,131.85316668517484
8874,1374,17.2951026975177,[ 2 56],1.9416795605801518,176.38673990330804
8875,1375,19.273736426323335,[48 40],1.6660487296889999,222.32521171850004
8876,1376,17.72439426272998,[78 47],1.3508812073904686,274.8531321015886
8877,1377,19.443195576568414,[77 49],2.448953694220839,91.84105096319351
8878,1378,19.124252825046156,[ 2 23],1.0385147300483728,326.91421165860453
8879,1379,18.106925042873833,[20 96],1.8073200794860032,198.7799867523328
8880,1380,17.475774406298566,[1 8],1.4241048697548035,262.6491883741994
8881,1381,18.348213569020345,[36 55],1.7822359436754591,202.96067605409016
8882,1382,20.405922014650766,[72 46],2.1807284232129174,136.5452627978471
8883,1383,17.56151242211592,[40 80],1.0997505420507439,316.7082429915427
8884,1384,19.20225256179396,[71 94],1.827345481825436,195.4424196957607
8885,1385,18.70688234820254,[18 80],1.8949986105557561,184.1668982407073
8886,1386,19.055533909984774,[25 90],1.463044672480781,256.15922125320316
8887,1387,18.052221202234115,[ 0 75],2.55493320987133,74.17779835477829
8888,1388,18.271173027907505,[70 43],0.5417466716421233,409.70888805964614
8889,1389,20.308957535809842,[32 89],1.1706576227409335,304.8903962098444
8890,1390,19.29293159500887,[ 8 16],1.3425028791136657,276.24952014772236
8891,1391,19.429780343265083,[93 93],1.4767611449433815,253.87314250943643
8892,1392,18.583832536593594,[16 58],0.4127027338414453,431.21621102642575
8893,1393,18.46973032994773,[ 4 98],1.7280799091329608,211.98668181117318
8894,1394,20.362907011818514,[18 83],2.352517353540891,107.9137744098515
8895,1395,19.551770054537375,[26 35],1.5824062477942367,236.26562536762722
8896,1396,19.372789556807913,[36 91],0.7862427890699061,368.95953515501566
8897,1397,19.008127632438562,[82 34],1.8763773986819707,187.27043355300486
8898,1398,18.214133947093835,[35 52],1.2069016181741241,298.8497303043127
8899,1399,19.158357380183087,[63 63],2.0532629883136817,157.7895019477197
8900,1400,19.70109535327768,[70 99],1.2261433283022571,295.64277861629046
8901,1401,18.067896608124766,[78 15],1.6897299962959562,218.37833395067398
8902,1402,20.726009810938603,[12 36],1.376892205498551,270.5179657502415
8903,1403,18.077191319173217,[11 94],0.5972670821573038,400.4554863071161
8904,1404,17.349894649625316,[ 7 21],1.2718981928830264,288.01696785282894
8905,1405,20.358098927983686,[20 78],1.7583176863498502,206.94705227502496
8906,1406,20.801723921198644,[59 98],0.8608499839721546,356.5250026713076
8907,1407,20.385037817239667,[12 10],1.4765117169832254,253.91471383612912
8908,1408,20.844834016583913,[53 52],1.601663945160839,233.05600913986015
8909,1409,19.73122127384395,[18 31],1.5973345156875807,233.77758071873654
8910,1410,19.723281502309057,[25 57],1.029643391229667,328.39276812838887
8911,1411,17.485424824666342,[21 38],2.059325187958455,156.77913534025754
8912,1412,18.263162765414336,[99 32],2.0352384354574564,160.79359409042394
8913,1413,20.74437769945223,[33 56],1.5180469035015438,246.99218274974268
8914,1414,19.94016070097047,[34 33],1.0445120221484394,325.9146629752601
8915,1415,18.491497818901305,[51  6],1.6908959910071912,218.18400149880145
8916,1416,19.62070783235968,[27 36],1.9507000702996313,174.88332161672813
8917,1417,17.69830738891159,[41 79],2.287084099244388,118.81931679260201
8918,1418,17.4992130584331,[30 30],1.5426136967234731,242.89771721275446
8919,1419,19.476773361907146,[ 7 17],1.883137027174342,186.14382880427635
8920,1420,19.042742222362246,[61 44],1.247693522599966,292.05107956667234
8921,1421,17.83980207064979,[67 45],1.54288627610342,242.85228731609664
8922,1422,20.50644640232281,[65 96],2.418621909636653,96.89634839389116
8923,1423,18.131166042403084,[78 19],1.3217717458514628,279.7047090247562
8924,1424,17.806836075775628,[66 87],1.043715075670105,326.04748738831586
8925,1425,20.510405464388153,[74 87],2.164388505380834,139.2685824365277
8926,1426,20.5261095701514,[21 26],1.7604341950907998,206.59430081820005
8927,1427,18.620270135966937,[ 2 35],1.8473462099529123,192.10896500784793
8928,1428,17.823050117586597,[75 76],1.4701101861733838,254.9816356377694
8929,1429,19.635303103796364,[31 57],1.8536775955403204,191.05373407661327
8930,1430,17.957883856604404,[ 4 85],1.879943861185983,186.67602313566954
8931,1431,17.698060959417425,[79  4],0.7529537465817914,374.5077089030348
8932,1432,19.907980478639555,[85 21],1.7256625114551822,212.3895814241363
8933,1433,20.79719692937947,[11 23],2.814984235334571,30.835960777571522
8934,1434,20.354525286237443,[66  7],0.6852555672049095,385.7907387991817
8935,1435,18.823747421123358,[ 9 59],1.5969334026254915,233.8444328957514
8936,1436,19.332862213333943,[89 95],1.7226338594824742,212.89435675292097
8937,1437,20.24169963874409,[15 37],1.0998720519645555,316.68799133924074
8938,1438,18.903614974795683,[38 76],1.6412678466360062,226.45535889399895
8939,1439,19.909286622764363,[49 86],1.032541262237308,327.9097896271153
8940,1440,18.29749312588547,[70 99],1.4359379468424545,260.67700885959096
8941,1441,18.40112469696953,[60 81],1.8947214906690606,184.2130848884899
8942,1442,19.37443504771647,[88 44],1.6343144253496187,227.61426244173023
8943,1443,20.540046381809425,[98 72],2.2089017485933784,131.84970856777025
8944,1444,18.000711597239484,[84 98],1.3859406354096355,269.0098940983941
8945,1445,18.351276770054657,[21 73],1.9512946139080556,174.78423101532405
8946,1446,18.695986131976753,[5 3],1.1323091787336783,311.28180354438695
8947,1447,18.699962828551584,[75 46],1.4503620480841655,258.2729919859724
8948,1448,18.60867205129924,[6 2],1.755246028756847,207.45899520719215
8949,1449,18.64679242951447,[12  5],1.1137392655216163,314.3767890797306
8950,1450,17.538715613827012,[67 47],0.7987876934979377,366.86871775034376
8951,1451,18.915802276928297,[85 19],1.1838545603595072,302.6909066067488
8952,1452,19.857057409290764,[6 5],2.603249137502818,66.12514374953034
8953,1453,19.018213008986223,[ 1 61],0.9533104677720915,341.1149220379848
8954,1454,18.538542686290995,[75 91],0.9860425775587899,335.65957040686834
8955,1455,20.97824730687195,[16 28],1.558861689958452,240.18971834025803
8956,1456,17.633202246300986,[47 51],2.1763231154483558,137.27948075860738
8957,1457,19.424422711242237,[55 21],2.492397765258325,84.6003724569458
8958,1458,19.01290987948278,[31 32],1.0018523926827443,333.02460121954266
8959,1459,18.464355277620196,[53 87],2.0342992657065624,160.9501223822396
8960,1460,18.58794068156638,[55 97],1.5830710754707187,236.15482075488023
8961,1461,20.458442343698696,[13  8],1.270404401775372,288.265933037438
8962,1462,19.637293187479578,[80 52],2.318355010152085,113.60749830798585
8963,1463,19.954785227680425,[12 11],2.2805985535225375,119.90024107957709
8964,1464,18.91831780754268,[6 7],1.425462737043476,262.42287715942064
8965,1465,19.31830578770552,[34 59],2.149453951263895,141.75767478935083
8966,1466,19.786599648555057,[10 72],1.5534496811628489,241.09171980619183
8967,1467,18.301506872270796,[85 90],1.0895730489568864,318.404491840519
8968,1468,18.701900194455586,[83 34],1.6077825271989257,232.03624546684574
8969,1469,18.66390420459886,[80 12],1.4130924181668079,264.4845969721987
8970,1470,18.405394313992826,[29 57],1.4217360723157346,263.04398794737756
8971,1471,18.958467906862676,[79 16],0.8587777355312218,356.87037741146304
8972,1472,19.425581326625917,[55 95],1.8586772833898966,190.22045276835055
8973,1473,19.407161350916343,[17 33],1.7615719946509623,206.40466755817297
8974,1474,17.46238642865966,[12 97],1.951352938976625,174.77451017056248
8975,1475,20.698536459851013,[20 28],1.5327623569126392,244.5396071812268
8976,1476,19.863984204220834,[18 32],1.6797482504618042,220.04195825636597
8977,1477,19.9525211861341,[73 10],1.8424073586844547,192.9321068859242
8978,1478,19.016536306929154,[73 98],2.3142149417934714,114.2975097010881
8979,1479,17.034320752867224,[10 99],1.5145651750853772,247.5724708191038
8980,1480,19.95293455526503,[80 37],1.0542629016864247,324.2895163855959
8981,1481,17.512498361635483,[95 75],1.9189872620498036,180.16878965836605
8982,1482,17.19464782699943,[99 88],1.0354254855863967,327.42908573560055
8983,1483,17.430507217589515,[33 31],0.9023591076726142,349.60681538789765
8984,1484,19.281316892078223,[9 7],1.750336984986279,208.27716916895346
8985,1485,19.17174032613067,[56 80],1.1341262628932558,310.9789561844574
8986,1486,19.47172641902958,[53 47],0.9162788806142459,347.286853230959
8987,1487,17.248520309657536,[79 17],1.708188685072227,215.3018858212955
8988,1488,18.85586544148675,[76 74],1.2226608980746057,296.2231836542324
8989,1489,19.83492667839849,[16 13],1.0693710201187314,321.7714966468781
8990,1490,20.090626719220012,[48 84],1.6804144038009912,219.93093269983478
8991,1491,19.992831951883563,[88 66],1.1012125862307196,316.4645689615467
8992,1492,18.59323429394208,[94 60],1.3923665097534257,267.93891504109575
8993,1493,17.069151264200663,[30 87],1.4365721998158507,260.5713000306916
8994,1494,18.346055146582273,[55 98],2.1275990728898595,145.40015451835674
8995,1495,18.54897362520543,[37 41],1.4940134214657288,250.9977630890452
8996,1496,19.385191886506853,[73 54],1.2122862199171769,297.9522966804705
8997,1497,18.261475823979197,[75 90],1.5798423069657261,236.69294883904564
8998,1498,19.252017101578126,[ 8 21],1.1031921456214002,316.1346423964333
8999,1499,18.198420479101816,[80 19],1.9862785801610454,168.95356997315912
9000,1500,17.33891987252328,[54  6],1.2384597408062208,293.5900431989632
9001,1501,18.90831492269842,[1 9],1.5802349971353067,236.62750047744888
9002,1502,17.13464225095397,[50  7],2.7212791670071352,46.453472165477464
9003,1503,19.520814043848365,[72 90],2.1041749290368967,149.30417849385054
9004,1504,19.7184285310737,[52 36],1.254821711840185,290.8630480266358
9005,1505,18.45497424913347,[26 48],1.1252109874165435,312.46483543057604
9006,1506,18.474948882185874,[92 98],1.3559909096148326,274.00151506419456
9007,1507,17.88644923293827,[11 72],0.5641197464252417,405.98004226245973
9008,1508,17.986764721082203,[51  8],1.722434333179262,212.9276111367897
9009,1509,19.574722031080036,[91  0],1.819272119792612,196.78798003456467
9010,1510,19.770878088152944,[ 0 84],1.9761443015399538,170.6426164100077
9011,1511,17.84069939595123,[73 74],2.0809310140548773,153.1781643241871
9012,1512,18.891885406813497,[79 25],1.4916454013787623,251.3924331035396
9013,1513,17.523325370103457,[40 74],1.9739598371618445,171.00669380635924
9014,1514,18.97880101097304,[17 79],0.7966251606220865,367.22913989631894
9015,1515,18.37609909989414,[50 88],1.5103887207469524,248.2685465421746
9016,1516,17.89571576235423,[91 44],2.163336372101268,139.44393798312197
9017,1517,18.43330517534736,[58 72],1.0615989222929891,323.0668462845018
9018,1518,19.605822944063362,[51 81],1.2378847854463926,293.6858690922679
9019,1519,18.980966456605014,[80 73],0.7716430367696356,371.39282720506077
9020,1520,20.68057983521374,[ 7 47],1.5147391089948363,247.54348183419395
9021,1521,18.698701133871644,[30 46],2.334884853611479,110.85252439808683
9022,1522,18.047166025837967,[ 7 47],1.751310720476559,208.11487992057351
9023,1523,19.354502881750857,[20 79],1.6947807617067796,217.53653971553675
9024,1524,18.072071945122445,[72 20],1.4689490832794803,255.1751527867533
9025,1525,18.937240644196248,[84 21],0.7381986127412015,376.9668978764664
9026,1526,20.159953524712755,[54 42],1.6449733517221992,225.83777471296682
9027,1527,19.199063820712087,[49 40],2.0461688456822715,158.97185905295476
9028,1528,19.95819307444637,[98 86],0.6550663793226129,390.82227011289785
9029,1529,19.960186698881856,[ 8 96],1.0913015241569968,318.1164126405006
9030,1530,20.723933999502346,[75 13],1.2076719769055377,298.7213371824104
9031,1531,19.02513828739133,[59 60],2.13175833960345,144.70694339942503
9032,1532,19.243204814876144,[49 85],1.3572897885739257,273.78503523767904
9033,1533,19.756372014313783,[62 65],1.389123909141006,268.479348476499
9034,1534,17.57048925694558,[11  6],1.815420735394101,197.4298774343165
9035,1535,19.224868623862243,[16 16],1.522100916871406,246.3165138547657
9036,1536,18.363153646249327,[53 22],1.812961511153265,197.83974814112247
9037,1537,18.778873208500837,[75 26],1.983774515032242,169.37091416129303
9038,1538,17.570327112692254,[62 84],0.9809267530511913,336.51220782480146
9039,1539,19.45748040039768,[91 97],1.8541763621053513,190.97060631577477
9040,1540,20.309330354343153,[99 87],1.6584680879595552,223.5886520067408
9041,1541,19.217442415473705,[65 54],1.1515023040190329,308.08294933016117
9042,1542,17.605394009656813,[36 85],2.465754306223207,89.04094896279886
9043,1543,18.35961876060485,[81 96],0.8157636166433,364.03939722611665
9044,1544,17.149212585990558,[47 60],1.4699830912724112,255.0028181212648
9045,1545,20.382859561587814,[65 50],2.292919626533756,117.84672891104069
9046,1546,18.78377622299036,[79 52],1.207419790607305,298.76336823211585
9047,1547,20.495599773384917,[19 95],1.1180505721358314,313.6582379773614
9048,1548,20.23110510989113,[5 1],2.0916955648975226,151.38407251707955
9049,1549,19.40427695410152,[49 27],1.4405924077988077,259.90126536686535
9050,1550,19.060706706382398,[68 82],1.2954538940529814,284.09101765783646
9051,1551,17.894985083776774,[82 47],0.5392527368589544,410.1245438568409
9052,1552,20.524566951358885,[85 76],1.410449964985542,264.92500583574304
9053,1553,17.647359784881385,[88 45],1.6906183136449733,218.23028105917112
9054,1554,20.138231309429205,[85  3],1.5071848836890467,248.8025193851589
9055,1555,19.276057617079662,[47 21],1.6726136115110115,221.23106474816475
9056,1556,19.299049991602406,[48 37],0.966359695137456,338.94005081042405
9057,1557,19.12780928369717,[79 22],1.0745484884829237,320.908585252846
9058,1558,19.290001731237734,[29 51],1.2448089578887367,292.53184035187724
9059,1559,19.40306404454028,[52 56],0.4154608068879053,430.7565321853491
9060,1560,20.508698202236527,[71 27],0.9940587233653604,334.32354610577323
9061,1561,17.32764462799862,[98 85],1.6581246946103734,223.64588423160444
9062,1562,18.318226256672478,[81  8],1.4673430724893062,255.4428212517823
9063,1563,17.378696032304592,[77 21],0.7069281325889331,382.1786445685111
9064,1564,18.779928065262943,[14 94],2.0865443645326938,152.2426059112177
9065,1565,20.831556148581736,[6 4],2.1711453263381664,138.1424456103056
9066,1566,19.888486995627087,[73 50],2.016429790588807,163.92836823519886
9067,1567,20.32975424385303,[66 54],1.2950497391680569,284.1583768053238
9068,1568,20.644098863172434,[79 15],0.7445010869374084,375.9164855104319
9069,1569,19.44676807003245,[ 6 99],0.8126276950153735,364.56205083077117
9070,1570,18.48145690989175,[17 97],2.1815813938649806,136.40310102250322
9071,1571,19.87290760132305,[79 23],1.704143795339813,215.97603411003115
9072,1572,19.852285720019097,[65 91],0.7353451226758366,377.4424795540272
9073,1573,19.796704707428578,[ 1 24],0.8485722827765505,358.57128620390824
9074,1574,19.33982696934142,[17 57],1.0648191151656956,322.53014747238404
9075,1575,17.431620926313638,[66  5],2.0769567482405087,153.8405419599152
9076,1576,18.391628343457576,[53 50],2.362511404349419,106.24809927509686
9077,1577,19.19567921961673,[79 46],1.869319694523854,188.44671757935768
9078,1578,20.07124658909518,[12 10],2.5350610265604487,77.48982890659188
9079,1579,18.09497466340474,[82 16],0.7303924968548949,378.26791719085077
9080,1580,18.217435324353012,[93 74],1.5531471062126432,241.14214896455945
9081,1581,17.826859503357216,[14 97],1.2876015374565695,285.3997437572384
9082,1582,17.97383137555906,[ 4 12],1.221347233830014,296.4421276949977
9083,1583,19.067218525609032,[ 1 13],1.6031936827896751,232.80105286838747
9084,1584,19.47801708884228,[54 45],0.11794877447640006,480.3418709206
9085,1585,19.580090601098576,[77 10],1.2851909571540667,285.8015071409889
9086,1586,20.310901336929298,[51 87],1.7950048234518818,200.83252942468636
9087,1587,18.569342038737222,[53 52],0.6061050466307811,398.9824922282031
9088,1588,18.20834057016886,[ 8 14],1.3694772447295807,271.75379254506987
9089,1589,18.628152183503726,[ 9 14],2.3778122199802874,103.69796333661878
9090,1590,18.017202821864434,[79 21],2.055509076691354,157.41515388477433
9091,1591,19.890274257782274,[71 15],1.3054378470022168,282.42702549963053
9092,1592,17.599074998306744,[36 86],1.3953726643967768,267.43788926720384
9093,1593,19.099686683637437,[ 0 47],0.9976124031399554,333.73126614334075
9094,1594,19.481905315817524,[88 94],1.7559838294167285,207.33602843054524
9095,1595,20.106342084374607,[18 14],1.769011447759167,205.16475870680551
9096,1596,17.76396494459662,[83 21],1.879082472898164,186.81958785030596
9097,1597,19.270925331511005,[68 92],1.5421865056942476,242.96891571762538
9098,1598,20.843653141129046,[ 7 12],0.5875372529067752,402.07712451553743
9099,1599,20.670521972876493,[73 72],0.9121240482058013,347.97932529903306
9100,1600,20.653792549203246,[48  5],1.214195446299434,297.63409228342766
9101,1601,19.462615331484592,[19 72],1.7061573885304178,215.64043524493036
9102,1602,19.043920204416498,[47 53],1.1735718175536318,304.40469707439473
9103,1603,17.48883679561688,[48 15],2.186468049127572,135.588658478738
9104,1604,18.685528926035833,[65 16],2.270855290066844,121.52411832219268
9105,1605,19.132465504016594,[98 74],0.327511227681768,445.414795386372
